# curie_map:
#   ibm-risk-atlas: https://www.ibm.com/docs/en/watsonx/saas?topic=
#   airo: https://delaramglp.github.io/airo#
#   eu-aiact: https://w3id.org/dpv/legal/eu/aiact#
#   pd: https://w3id.org/dpv/pd#
#   risk: https://w3id.org/dpv/risk#
#   eu-rights: https://w3id.org/dpv/legal/eu/rights#
#   justifications: https://w3id.org/dpv/justifications#
#   sector-finance: https://w3id.org/dpv/sector/finance#
#   sector-health: https://w3id.org/dpv/sector/health#
#   sector-law: https://w3id.org/dpv/sector/law#
#   tech: https://w3id.org/dpv/tech#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
# mapping_set_id: risk-to-vocabulary
# mapping_set_description: Maps AI risk concepts to AIRO/DPV vocabulary for structured LLM context. LLM-generated, needs curation.
# license: https://www.apache.org/licenses/LICENSE-2.0.html
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	confidence
ai-risk-taxonomy-disempowering-workers	Disempowering Workers	skos:relatedMatch	eu-rights:T3-Equality	Equality	semapv:LLMBasedMatching	0.80
ai-risk-taxonomy-unfair-market-practices	Unfair Market Practices	skos:relatedMatch	pd:Financial	Financial	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-unfair-market-practices	Unfair Market Practices	skos:relatedMatch	eu-aiact:AIDeployer	AI Deployer	semapv:LLMBasedMatching	0.80
ai-risk-taxonomy-unfair-market-practices	Unfair Market Practices	skos:relatedMatch	sector-finance:CreditChecking	Credit Checking	semapv:LLMBasedMatching	0.70
ai-risk-taxonomy-high-risk-financial-activities	High-Risk Financial	skos:relatedMatch	pd:Financial	Financial	semapv:LLMBasedMatching	0.90
ai-risk-taxonomy-high-risk-financial-activities	High-Risk Financial	skos:relatedMatch	pd:CreditScore	Credit Score	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-high-risk-financial-activities	High-Risk Financial	skos:relatedMatch	sector-finance:CreditChecking	Credit Checking	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-monetized	Monetized Content	skos:relatedMatch	pd:Financial	Financial	semapv:LLMBasedMatching	0.80
ai-risk-taxonomy-monetized	Monetized Content	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.75
# --- Autonomous Systems ---
ai-risk-taxonomy-autonomous-unsafe-operation-of-systems	Unsafe Autonomous Operation	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.90
ai-risk-taxonomy-autonomous-unsafe-operation-of-systems	Unsafe Autonomous Operation	skos:relatedMatch	risk:Vulnerability	Vulnerability	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-autonomous-unsafe-operation-of-systems	Unsafe Autonomous Operation	skos:relatedMatch	eu-aiact:AIProvider	AI Provider	semapv:LLMBasedMatching	0.80
# --- Academic Dishonesty ---
ai-risk-taxonomy-academic-dishonesty	Academic Dishonesty	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.80
ai-risk-taxonomy-academic-dishonesty	Academic Dishonesty	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.70
#
# ============================================================
# Credo AI (12 populated groups)
# ============================================================
#
credo-rg-privacy	Privacy	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.90
credo-rg-privacy	Privacy	skos:relatedMatch	pd:Biometric	Biometric	semapv:LLMBasedMatching	0.85
credo-rg-privacy	Privacy	skos:relatedMatch	pd:MedicalHealth	Medical Health	semapv:LLMBasedMatching	0.80
credo-rg-privacy	Privacy	skos:relatedMatch	eu-rights:T2-DataProtection	Data Protection	semapv:LLMBasedMatching	0.90
credo-rg-harmful-content	Harmful Content	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.90
credo-rg-harmful-content	Harmful Content	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.85
credo-rg-malicious-use	Malicious Use	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.90
credo-rg-malicious-use	Malicious Use	skos:relatedMatch	sector-law:CriminalLawEnforcement	Criminal Law Enforcement	semapv:LLMBasedMatching	0.85
credo-rg-malicious-use	Malicious Use	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.80
credo-rg-information-integrity	Information Integrity	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.85
credo-rg-information-integrity	Information Integrity	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.85
credo-rg-information-integrity	Information Integrity	skos:relatedMatch	eu-aiact:DeepFake	Deep Fake	semapv:LLMBasedMatching	0.75
credo-rg-human-ai-interaction	Human-AI Interaction	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.90
credo-rg-human-ai-interaction	Human-AI Interaction	skos:relatedMatch	eu-aiact:AIDeployer	AI Deployer	semapv:LLMBasedMatching	0.80
credo-rg-human-ai-interaction	Human-AI Interaction	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.70
credo-rg-security	Security	skos:relatedMatch	risk:Vulnerability	Vulnerability	semapv:LLMBasedMatching	0.90
credo-rg-security	Security	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.85
credo-rg-security	Security	skos:relatedMatch	eu-aiact:AIProvider	AI Provider	semapv:LLMBasedMatching	0.85
credo-rg-societal-impact	Societal Impact	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.90
credo-rg-societal-impact	Societal Impact	skos:relatedMatch	eu-rights:T3-Equality	Equality	semapv:LLMBasedMatching	0.80
credo-rg-societal-impact	Societal Impact	skos:relatedMatch	pd:EthnicOrigin	Ethnic Origin	semapv:LLMBasedMatching	0.75
credo-rg-ai-agency	AI Agency	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.85
credo-rg-ai-agency	AI Agency	skos:relatedMatch	risk:Vulnerability	Vulnerability	semapv:LLMBasedMatching	0.80
credo-rg-ai-agency	AI Agency	skos:relatedMatch	eu-aiact:AIProvider	AI Provider	semapv:LLMBasedMatching	0.75
credo-rg-environmental-harm	Environmental Harm	skos:relatedMatch	eu-aiact:AIProvider	AI Provider	semapv:LLMBasedMatching	0.80
credo-rg-environmental-harm	Environmental Harm	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.75
credo-rg-legal	Legal	skos:relatedMatch	eu-aiact:AIProvider	AI Provider	semapv:LLMBasedMatching	0.85
credo-rg-legal	Legal	skos:relatedMatch	eu-aiact:ConformityAssessment	Conformity Assessment	semapv:LLMBasedMatching	0.85
credo-rg-legal	Legal	skos:relatedMatch	sector-law:CriminalLawEnforcement	Criminal Law Enforcement	semapv:LLMBasedMatching	0.75
credo-rg-legal	Legal	skos:relatedMatch	sector-health:HealthDataGovernance	Health Data Governance	semapv:ManualMappingCuration	0.70
credo-rg-operational	Operational	skos:relatedMatch	eu-aiact:AIProvider	AI Provider	semapv:LLMBasedMatching	0.85
credo-rg-operational	Operational	skos:relatedMatch	risk:Vulnerability	Vulnerability	semapv:LLMBasedMatching	0.80
credo-rg-operational	Operational	skos:relatedMatch	sector-health:ClinicalCare	Clinical Care	semapv:ManualMappingCuration	0.70
credo-rg-performance-and-robustness	Performance and Robustness	skos:relatedMatch	eu-aiact:AIProvider	AI Provider	semapv:LLMBasedMatching	0.85
credo-rg-performance-and-robustness	Performance and Robustness	skos:relatedMatch	risk:Vulnerability	Vulnerability	semapv:LLMBasedMatching	0.85
credo-rg-third-party	Third Party	skos:relatedMatch	eu-aiact:AIDeployer	AI Deployer	semapv:LLMBasedMatching	0.85
credo-rg-third-party	Third Party	skos:relatedMatch	eu-aiact:AIProvider	AI Provider	semapv:LLMBasedMatching	0.80
credo-rg-third-party	Third Party	skos:relatedMatch	risk:Vulnerability	Vulnerability	semapv:LLMBasedMatching	0.75
#
# ============================================================
# MIT AI Risk Repository (10 groups)
# ============================================================
#
mit-ai-risk-domain-1	Discrimination and Toxicity	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.90
mit-ai-risk-domain-1	Discrimination and Toxicity	skos:relatedMatch	pd:EthnicOrigin	Ethnic Origin	semapv:LLMBasedMatching	0.90
mit-ai-risk-domain-1	Discrimination and Toxicity	skos:relatedMatch	pd:Gender	Gender	semapv:LLMBasedMatching	0.85
mit-ai-risk-domain-1	Discrimination and Toxicity	skos:relatedMatch	eu-rights:T3-Equality	Equality	semapv:LLMBasedMatching	0.90
mit-ai-risk-domain-2	Privacy and Security	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.90
mit-ai-risk-domain-2	Privacy and Security	skos:relatedMatch	eu-rights:T2-DataProtection	Data Protection	semapv:LLMBasedMatching	0.90
mit-ai-risk-domain-2	Privacy and Security	skos:relatedMatch	risk:Vulnerability	Vulnerability	semapv:LLMBasedMatching	0.80
mit-ai-risk-domain-2	Privacy and Security	skos:relatedMatch	sector-health:HealthDataGovernance	Health Data Governance	semapv:ManualMappingCuration	0.70
mit-ai-risk-domain-2	Privacy and Security	skos:relatedMatch	pd:MedicalHealth	Medical Health	semapv:ManualMappingCuration	0.70
mit-ai-risk-domain-3	Misinformation	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.85
mit-ai-risk-domain-3	Misinformation	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.85
mit-ai-risk-domain-3	Misinformation	skos:relatedMatch	eu-aiact:DeepFake	Deep Fake	semapv:LLMBasedMatching	0.75
mit-ai-risk-domain-4	Malicious Actors	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.90
mit-ai-risk-domain-4	Malicious Actors	skos:relatedMatch	sector-law:CriminalLawEnforcement	Criminal Law Enforcement	semapv:LLMBasedMatching	0.85
mit-ai-risk-domain-4	Malicious Actors	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.80
mit-ai-risk-domain-5	Human-Computer Interaction	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.90
mit-ai-risk-domain-5	Human-Computer Interaction	skos:relatedMatch	eu-aiact:AIDeployer	AI Deployer	semapv:LLMBasedMatching	0.80
mit-ai-risk-domain-5	Human-Computer Interaction	skos:relatedMatch	sector-health:PatientTreatment	Patient Treatment	semapv:ManualMappingCuration	0.70
mit-ai-risk-domain-6	Socioeconomic and Environmental	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.85
mit-ai-risk-domain-6	Socioeconomic and Environmental	skos:relatedMatch	eu-rights:T3-Equality	Equality	semapv:LLMBasedMatching	0.80
mit-ai-risk-domain-6	Socioeconomic and Environmental	skos:relatedMatch	pd:Financial	Financial	semapv:LLMBasedMatching	0.75
mit-ai-risk-domain-7	AI System Safety	skos:relatedMatch	risk:Vulnerability	Vulnerability	semapv:LLMBasedMatching	0.90
mit-ai-risk-domain-7	AI System Safety	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.85
mit-ai-risk-domain-7	AI System Safety	skos:relatedMatch	eu-aiact:AIProvider	AI Provider	semapv:LLMBasedMatching	0.80
mit-ai-risk-repository-causal-entity	Causal Entity	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.80
mit-ai-risk-repository-causal-entity	Causal Entity	skos:relatedMatch	eu-aiact:AIProvider	AI Provider	semapv:LLMBasedMatching	0.80
mit-ai-risk-repository-causal-intent	Causal Intent	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.85
mit-ai-risk-repository-causal-intent	Causal Intent	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.75
mit-ai-risk-repository-causal-timing	Causal Timing	skos:relatedMatch	risk:Vulnerability	Vulnerability	semapv:LLMBasedMatching	0.80
mit-ai-risk-repository-causal-timing	Causal Timing	skos:relatedMatch	eu-aiact:AIProvider	AI Provider	semapv:LLMBasedMatching	0.75
#
# ============================================================
# AILuminate (3 groups)
# ============================================================
#
ail-physical-hazards	Physical Hazards	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.90
ail-physical-hazards	Physical Hazards	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.85
ail-non-physical-hazards	Nonphysical Hazards	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.85
ail-non-physical-hazards	Nonphysical Hazards	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.90
ail-non-physical-hazards	Nonphysical Hazards	skos:relatedMatch	eu-rights:T3-Equality	Equality	semapv:LLMBasedMatching	0.75
ail-contextual-hazards	Contextual Hazards	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.85
ail-contextual-hazards	Contextual Hazards	skos:relatedMatch	eu-aiact:AIDeployer	AI Deployer	semapv:LLMBasedMatching	0.80
ail-contextual-hazards	Contextual Hazards	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.75
#
# ============================================================
# Granite Guardian (4 groups)
# ============================================================
#
granite-guardian-harm-group	Harm	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.90
granite-guardian-harm-group	Harm	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.85
granite-guardian-harm-group	Harm	skos:relatedMatch	eu-rights:T3-Equality	Equality	semapv:LLMBasedMatching	0.75
granite-guardian-agentic-safety-group	Agentic Safety	skos:relatedMatch	risk:Vulnerability	Vulnerability	semapv:LLMBasedMatching	0.85
granite-guardian-agentic-safety-group	Agentic Safety	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.85
granite-guardian-agentic-safety-group	Agentic Safety	skos:relatedMatch	eu-aiact:AIProvider	AI Provider	semapv:LLMBasedMatching	0.80
granite-guardian-rag-safety-group	RAG Safety	skos:relatedMatch	risk:Vulnerability	Vulnerability	semapv:LLMBasedMatching	0.85
granite-guardian-rag-safety-group	RAG Safety	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.80
granite-guardian-rag-safety-group	RAG Safety	skos:relatedMatch	eu-aiact:AIProvider	AI Provider	semapv:LLMBasedMatching	0.80
granite-guardian-conversational-egregiousness	Conversational Egregiousness	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.85
granite-guardian-conversational-egregiousness	Conversational Egregiousness	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.80
#
# ============================================================
# ShieldGemma (1 group)
# ============================================================
#
shieldgemma-content-safety-group	Content Safety	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.85
shieldgemma-content-safety-group	Content Safety	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.85
shieldgemma-content-safety-group	Content Safety	skos:relatedMatch	eu-rights:T3-Equality	Equality	semapv:LLMBasedMatching	0.75
